,rent,rooms,address,bathroom,parking,area,suburb,street
527,950,  1  ,"Rua São Francisco - Sé, São Paulo - SP",  1  ,  --  ,  27  ,Sé,Rua São Francisco
528,1400,  1  ,"Alameda Glete, 1003 - Campos Elíseos, São Paulo - SP",  1  ,  --  ,  46  ,Campos Elíseos,"Alameda Glete, 1003"
529,1350,  1  ,"Rua Jaguaribe - Vila Buarque, São Paulo - SP",  1  ,  --  ,  31  ,Vila Buarque,Rua Jaguaribe
530,1990,  3  ,"Rua Cantagalo, 2103 - Vila Gomes Cardim, São Paulo - SP",  2  ,  1  ,  170  ,Vila Gomes Cardim,"Rua Cantagalo, 2103"
531,12000,  5  ,"Rua Vicente Góes e Aranha, 587 - Vila Tramontano, São Paulo - SP",  6  ,  6  ,  463  ,Vila Tramontano,"Rua Vicente Góes e Aranha, 587"
532,5200,  4  ,"Rua Atuaú, 80 - Pinheiros, São Paulo - SP",  3  ,  1  ,  155  ,Pinheiros,"Rua Atuaú, 80"
533,17000,  3  ,"Rua Gália, 430 - Jardim Everest, São Paulo - SP",  5  ,  4  ,  350  ,Jardim Everest,"Rua Gália, 430"
534,7000,  3  ,"Rua Eugênia de Carvalho, 1000 - Vila Matilde, São Paulo - SP",  4  ,  10  ,  257  ,Vila Matilde,"Rua Eugênia de Carvalho, 1000"
535,3500,  3  ,"Rua Maranduba, 57 - Aclimação, São Paulo - SP",  5  ,  2  ,  150  ,Aclimação,"Rua Maranduba, 57"
536,4800,  3  ,"Rua Elvira Ferraz, 0 - Vila Olímpia, São Paulo - SP",  2  ,  1  ,  110  ,Vila Olímpia,"Rua Elvira Ferraz, 0"
537,8000,  4  ,"Rua Artur Dias - Bosque da Saúde, São Paulo - SP",  4  ,  7  ,  609  ,Bosque da Saúde,Rua Artur Dias
538,3000,  3  ,"Rua João Elias Calache - Jardim Santo Antoninho, São Paulo - SP",  4  ,  2  ,  125  ,Jardim Santo Antoninho,Rua João Elias Calache
539,20000,  3  ,"Rua Senador César Lacerda Vergueiro, 222 - Sumarezinho, São Paulo - SP",  2  ,  5  ,  248  ,Sumarezinho,"Rua Senador César Lacerda Vergueiro, 222"
540,2500,  3  ,"Rua Rishin Matsuda, 268 - Vila Santa Catarina, São Paulo - SP",  3  ,  2  ,  90  ,Vila Santa Catarina,"Rua Rishin Matsuda, 268"
541,3500,  3  ,"Jardim Taquaral, São Paulo - SP",  3  ,  2  ,  220  ,SP,"Jardim Taquaral, São Paulo"
542,2500,  3  ,"Rua Antônio Toledo Piza - Lapa, São Paulo - SP",  2  ,  2  ,  110  ,Lapa,Rua Antônio Toledo Piza
543,4500,  3  ,"Lapa, São Paulo - SP",  2  ,  --  ,  130  ,SP,"Lapa, São Paulo"
544,14008,  5  ,"Rua Irineu Marinho, 663 - Santo Amaro, São Paulo - SP",  8  ,  6  ,  700  ,Santo Amaro,"Rua Irineu Marinho, 663"
545,11000,  4  ,"Avenida Sílvio Sciumbata, 405 - Interlagos, São Paulo - SP",  7  ,  5  ,  945  ,Interlagos,"Avenida Sílvio Sciumbata, 405"
546,3300,  3  ,"Rua Huet Bacelar, 219 - Ipiranga, São Paulo - SP",  4  ,  2  ,  125  ,Ipiranga,"Rua Huet Bacelar, 219"
547,4500,  4  ,"Rua Marambaia, 568 - Casa Verde, São Paulo - SP",  4  ,  2  ,  200  ,Casa Verde,"Rua Marambaia, 568"
548,5850,  5  ,"Rua João de Gênova, 12 - Santo Amaro, São Paulo - SP",  5  ,  3  ,  190  ,Santo Amaro,"Rua João de Gênova, 12"
549,11000,  4  ,"City América, São Paulo - SP",  4  ,  6  ,  500  ,SP,"City América, São Paulo"
550,1500,  2  ,"Rua Professor Nicolau Maria Rossetti - Vila Império, São Paulo - SP",  1  ,  1  ,  95  ,Vila Império,Rua Professor Nicolau Maria Rossetti
551,1500,  2  ,"Rua Tobias Barreto, 700 - Mooca, São Paulo - SP",  2  ,  --  ,  70  ,Mooca,"Rua Tobias Barreto, 700"
552,5500,  4  ,"Rua Doutor Franco da Rocha, 703 - Perdizes, São Paulo - SP",  2  ,  3  ,  120  ,Perdizes,"Rua Doutor Franco da Rocha, 703"
553,700,  1  ,"Rua Fran Pacheco, 54 - Parque Savoy City, São Paulo - SP",  1  ,  --  ,  30  ,Parque Savoy City,"Rua Fran Pacheco, 54"
554,6200,  3  ,"Rua Gomes de Carvalho - Vila Olímpia, São Paulo - SP",  4  ,  4  ,  260  ,Vila Olímpia,Rua Gomes de Carvalho
555,10000,  4  ,"Avenida Itacira - Planalto Paulista, São Paulo - SP",  7  ,  3  ,  396  ,Planalto Paulista,Avenida Itacira
556,3500,  3  ,"Rua Napoleão de Barros - Vila Clementino, São Paulo - SP",  3  ,  --  ,  140  ,Vila Clementino,Rua Napoleão de Barros
557,2500,  3  ,"Rua Mário Augusto do Carmo - Jardim Avelino, São Paulo - SP",  3  ,  2  ,  120  ,Jardim Avelino,Rua Mário Augusto do Carmo
558,4500,  3  ,"Rua Professor Antônio Gama de Cerqueira, 393 - Vila Americana, São Paulo - SP",  5  ,  4  ,  280  ,Vila Americana,"Rua Professor Antônio Gama de Cerqueira, 393"
559,4000,  3  ,"Avenida Nhandu - Planalto Paulista, São Paulo - SP",  2  ,  2  ,  135  ,Planalto Paulista,Avenida Nhandu
560,9500,  4  ,"Rua Ubaíra, 32 - Indianópolis, São Paulo - SP",  2  ,  4  ,  200  ,Indianópolis,"Rua Ubaíra, 32"
561,2500,  3  ,"Jaguaré, São Paulo - SP",  1  ,  2  ,  130  ,SP,"Jaguaré, São Paulo"
562,5500,  3  ,"Rua Capitão Pinto Ferreira, 124 - Jardim Paulista, São Paulo - SP",  2  ,  2  ,  160  ,Jardim Paulista,"Rua Capitão Pinto Ferreira, 124"
563,4700,  4  ,"Rua do Tatuapé - Maranhão, São Paulo - SP",  3  ,  2  ,  180  ,Maranhão,Rua do Tatuapé
564,2000,  3  ,"Rua Carmelo Adam, , 166 - Vila Libanesa, São Paulo - SP",  2  ,  2  ,  100  ,Vila Libanesa,"Rua Carmelo Adam, , 166"
565,1900,  2  ,"Rua Fernandes Pinheiro - Vila Azevedo, São Paulo - SP",  2  ,  --  ,  100  ,Vila Azevedo,Rua Fernandes Pinheiro
566,18000,  4  ,"Avenida Guarapiranga, 1783 - Praia da Lagoa, São Paulo - SP",  6  ,  6  ,  721  ,Praia da Lagoa,"Avenida Guarapiranga, 1783"
567,10000,  3  ,"Rua Canuto Borelli - Vila Castelo, São Paulo - SP",  3  ,  8  ,  220  ,Vila Castelo,Rua Canuto Borelli
568,8000,  3  ,"Parque Maria Fernandes, São Paulo - SP",  3  ,  --  ,  2000  ,SP,"Parque Maria Fernandes, São Paulo"
569,500,  1  ,"Rua José Brito Mendes - Sítio Botuquara, São Paulo - SP",  1  ,  --  ,  50  ,Sítio Botuquara,Rua José Brito Mendes
570,4000,  2  ,"Rua Benvinda Cândida - Chácara Bosque do Sul, São Paulo - SP",  3  ,  5  ,  250  ,Chácara Bosque do Sul,Rua Benvinda Cândida
571,5000,  3  ,"Jardim Santa Tereza, São Paulo - SP",  3  ,  15  ,  120  ,SP,"Jardim Santa Tereza, São Paulo"
572,1600,  2  ,"Estrada da Ligação - Parque Lagoa Rica, São Paulo - SP",  2  ,  10  ,  1900  ,Parque Lagoa Rica,Estrada da Ligação
573,5500,  2  ,"Rua Henrique Hessel - Parelheiros, São Paulo - SP",  3  ,  40  ,  400  ,Parelheiros,Rua Henrique Hessel
574,7000,  3  ,"Rua Irmã Maria Lourença - Jardim Shangrilá (Zona Sul), São Paulo - SP",  --  ,  30  ,  0  ,Jardim Shangrilá (Zona Sul),Rua Irmã Maria Lourença
575,11000,  3  ,"Estrada Engenheiro Marsilac - Parelheiros, São Paulo - SP",  1  ,  10  ,  250  ,Parelheiros,Estrada Engenheiro Marsilac
576,6000,  8  ,"Praia da Lagoa, São Paulo - SP",  2  ,  8  ,  1000  ,SP,"Praia da Lagoa, São Paulo"
577,14000,  --  ,"Jardim Monte Kemel, São Paulo - SP",  --  ,  --  ,  750  ,SP,"Jardim Monte Kemel, São Paulo"
578,6000,  --  ,"Caxingui, São Paulo - SP",  --  ,  --  ,  750  ,SP,"Caxingui, São Paulo"
579,15000,  --  ,"Butantã, São Paulo - SP",  --  ,  --  ,  1100  ,SP,"Butantã, São Paulo"
580,7000,  --  ,"Jardim Peri Peri, São Paulo - SP",  --  ,  --  ,  300  ,SP,"Jardim Peri Peri, São Paulo"
581,6000,  --  ,"Paulicéia, São Bernardo do Campo - SP",  --  ,  --  ,  480  ,SP,"Paulicéia, São Bernardo do Campo"
582,11700,  --  ,"Rua Ângelo Capricho - Horto Florestal, São Paulo - SP",  4  ,  --  ,  1000  ,Horto Florestal,Rua Ângelo Capricho
583,5500,  --  ,"Rua Dona Virgínia - Chácara Vista Alegre, São Paulo - SP",  7  ,  8  ,  600  ,Chácara Vista Alegre,Rua Dona Virgínia
584,7000,  2  ,"Jardim Francisco Mendes, São Paulo - SP",  2  ,  20  ,  300  ,SP,"Jardim Francisco Mendes, São Paulo"
585,64000,  4  ,"Jardim Europa, São Paulo - SP",  4  ,  6  ,  1250  ,SP,"Jardim Europa, São Paulo"
586,5500,  7  ,"Alameda dos Guaramomis - Planalto Paulista, São Paulo - SP",  5  ,  --  ,  200  ,Planalto Paulista,Alameda dos Guaramomis
587,25000,  5  ,"Rua Maestro Elias Lobo - Jardim Paulista, São Paulo - SP",  8  ,  4  ,  542  ,Jardim Paulista,Rua Maestro Elias Lobo
588,15000,  5  ,"Fazenda Morumbi, São Paulo - SP",  5  ,  7  ,  983  ,SP,"Fazenda Morumbi, São Paulo"
589,3800,  3  ,"Rua Eponina, 67 - Vila Carrão, São Paulo - SP",  3  ,  2  ,  140  ,Vila Carrão,"Rua Eponina, 67"
590,7000,  4  ,"Alto de Pinheiros, São Paulo - SP",  6  ,  9  ,  560  ,SP,"Alto de Pinheiros, São Paulo"
591,6931,  4  ,"Rua Doutor Cristiano de Sousa - Jardim Leonor, São Paulo - SP",  4  ,  4  ,  341  ,Jardim Leonor,Rua Doutor Cristiano de Sousa
592,1200,  2  ,"Rua Serra de São Domingos - Vila Carmosina, São Paulo - SP",  1  ,  --  ,  60  ,Vila Carmosina,Rua Serra de São Domingos
593,8000,  5  ,"Rua Miralta - Alto de Pinheiros, São Paulo - SP",  6  ,  4  ,  500  ,Alto de Pinheiros,Rua Miralta
594,1300,  2  ,"Rua Cônego José Maria Fernandes - Cidade São Mateus, São Paulo - SP",  1  ,  2  ,  100  ,Cidade São Mateus,Rua Cônego José Maria Fernandes
595,25000,  3  ,"Rua Caraça, 50 - Vila Madalena, São Paulo - SP",  6  ,  3  ,  400  ,Vila Madalena,"Rua Caraça, 50"
596,16000,  4  ,"Rua Ziembinski - Alto da Lapa, São Paulo - SP",  5  ,  5  ,  500  ,Alto da Lapa,Rua Ziembinski
597,900,  1  ,"Rua Dom Giocondo Grotti, 941 - Parque São Rafael, São Paulo - SP",  1  ,  1  ,  90  ,Parque São Rafael,"Rua Dom Giocondo Grotti, 941"
598,6000,  4  ,"Rua Juvenal Galeno - Jardim da Saúde, São Paulo - SP",  1  ,  7  ,  388  ,Jardim da Saúde,Rua Juvenal Galeno
599,2000,  2  ,"Rua Jaspe Negro - Alto da Lapa, São Paulo - SP",  1  ,  --  ,  90  ,Alto da Lapa,Rua Jaspe Negro
600,4300,  3  ,"Chácara Monte Alegre, São Paulo - SP",  4  ,  10  ,  360  ,SP,"Chácara Monte Alegre, São Paulo"
601,1500,  2  ,"Avenida Leblon - Jardim dos Lagos, São Paulo - SP",  1  ,  --  ,  60  ,Jardim dos Lagos,Avenida Leblon
602,22000,  4  ,"Rua Maestro Elias Lobo, 241 - Jardim Paulista, São Paulo - SP",  5  ,  3  ,  620  ,Jardim Paulista,"Rua Maestro Elias Lobo, 241"
603,3000,  3  ,"Rua Maria Eugênia, 95 - Tatuapé, São Paulo - SP",  2  ,  2  ,  103  ,Tatuapé,"Rua Maria Eugênia, 95"
604,1660,  2  ,"Rua Franco Paolantonio, 45 - Parque Ipê, São Paulo - SP",  3  ,  1  ,  74  ,Parque Ipê,"Rua Franco Paolantonio, 45"
605,15950,  4  ,"Avenida Morumbi, 1600 - Morumbi, São Paulo - SP",  7  ,  4  ,  280  ,Morumbi,"Avenida Morumbi, 1600"
606,1650,  2  ,"Rua Aníbal de Matos, 159 - Vila Ema, São Paulo - SP",  4  ,  1  ,  125  ,Vila Ema,"Rua Aníbal de Matos, 159"
607,2300,  2  ,"Rua Domingos de Rogatis, 542 - Jardim da Saúde, São Paulo - SP",  2  ,  1  ,  85  ,Jardim da Saúde,"Rua Domingos de Rogatis, 542"
608,18500,  4  ,"Rua Cassiano Ricardo, 118 - Jardim Cordeiro, São Paulo - SP",  6  ,  4  ,  430  ,Jardim Cordeiro,"Rua Cassiano Ricardo, 118"
609,15000,  6  ,"Rua José Morales Lopes, 235 - Jardim dos Estados, São Paulo - SP",  6  ,  10  ,  550  ,Jardim dos Estados,"Rua José Morales Lopes, 235"
610,55000,  4  ,"Avenida Itacira, 152 - Planalto Paulista, São Paulo - SP",  7  ,  6  ,  636  ,Planalto Paulista,"Avenida Itacira, 152"
611,2748,  3  ,"Rua Francisco Danieli, 105 - Jardim Avenida, São Paulo - SP",  2  ,  2  ,  180  ,Jardim Avenida,"Rua Francisco Danieli, 105"
612,14000,  4  ,"Avenida Comendador Adibo Ares, 90 - Morumbi, São Paulo - SP",  6  ,  5  ,  434  ,Morumbi,"Avenida Comendador Adibo Ares, 90"
613,1000,  1  ,"Rua Paulo de Avelar, 571 - Vila Dom Pedro II, São Paulo - SP",  1  ,  --  ,  35  ,Vila Dom Pedro II,"Rua Paulo de Avelar, 571"
614,10000,  4  ,"Jardim Panorama, São Paulo - SP",  6  ,  4  ,  479  ,SP,"Jardim Panorama, São Paulo"
615,17000,  5  ,"Rua Laplace - Brooklin Paulista, São Paulo - SP",  6  ,  3  ,  311  ,Brooklin Paulista,Rua Laplace
616,50000,  4  ,"Jardim dos Estados, São Paulo - SP",  8  ,  6  ,  599  ,SP,"Jardim dos Estados, São Paulo"
617,20000,  4  ,"Rua Jayme de Almeida Paiva, , 81 - Jardim Vitória Régia, São Paulo - SP",  4  ,  4  ,  542  ,Jardim Vitória Régia,"Rua Jayme de Almeida Paiva, , 81"
618,25000,  3  ,"Alameda Ministro Rocha Azevedo - Cerqueira César, São Paulo - SP",  3  ,  1  ,  240  ,Cerqueira César,Alameda Ministro Rocha Azevedo
619,3000,  3  ,"Rua Maria Eugênia, 92 - Tatuapé, São Paulo - SP",  4  ,  2  ,  103  ,Tatuapé,"Rua Maria Eugênia, 92"
620,15000,  3  ,"Rua Maria da Grá - Alto de Pinheiros, São Paulo - SP",  4  ,  3  ,  389  ,Alto de Pinheiros,Rua Maria da Grá
621,6500,  4  ,"Santo Amaro, São Paulo - SP",  4  ,  3  ,  345  ,SP,"Santo Amaro, São Paulo"
622,30000,  4  ,"Rua São Bento do Sul - Alto de Pinheiros, São Paulo - SP",  5  ,  3  ,  310  ,Alto de Pinheiros,Rua São Bento do Sul
623,90000,  4  ,"Avenida Morumbi - Morumbi, São Paulo - SP",  4  ,  10  ,  1829  ,Morumbi,Avenida Morumbi
624,18000,  4  ,"Jardim Cordeiro, São Paulo - SP",  7  ,  6  ,  625  ,SP,"Jardim Cordeiro, São Paulo"
625,8000,  4  ,"Aclimação, São Paulo - SP",  4  ,  4  ,  380  ,SP,"Aclimação, São Paulo"
626,35000,  4  ,"Rua Miranda Guerra, 572 - Jardim Petrópolis, São Paulo - SP",  5  ,  6  ,  720  ,Jardim Petrópolis,"Rua Miranda Guerra, 572"
627,10000,  2  ,"Rua Sílvio Tramontano, 357 - Vila Tramontano, São Paulo - SP",  4  ,  2  ,  320  ,Vila Tramontano,"Rua Sílvio Tramontano, 357"
628,3500,  4  ,"Rua São Benedito, , 1108 - Santo Amaro, São Paulo - SP",  3  ,  4  ,  254  ,Santo Amaro,"Rua São Benedito, , 1108"
629,2700,  2  ,"Rua Pedro Inácio de Araújo, 250 - Vila São Silvestre, São Paulo - SP",  2  ,  2  ,  105  ,Vila São Silvestre,"Rua Pedro Inácio de Araújo, 250"
630,15000,  4  ,"Jardim Panorama, São Paulo - SP",  6  ,  4  ,  464  ,SP,"Jardim Panorama, São Paulo"
631,4950,  2  ,"Rua Gomes de Carvalho, 466 - Vila Olímpia, São Paulo - SP",  2  ,  2  ,  90  ,Vila Olímpia,"Rua Gomes de Carvalho, 466"
632,1550,  2  ,"Rua Marquês de Maricá - Sacomã, São Paulo - SP",  2  ,  1  ,  55  ,Sacomã,Rua Marquês de Maricá
633,23000,  4  ,"Rua José Morales Lopes - Jardim dos Estados, São Paulo - SP",  6  ,  4  ,  545  ,Jardim dos Estados,Rua José Morales Lopes
634,50000,  4  ,"Rua Campo Verde - Jardim Europa, São Paulo - SP",  7  ,  6  ,  655  ,Jardim Europa,Rua Campo Verde
635,9000,  4  ,"Rua Tomé Portes, , 555 - Brooklin Paulista, São Paulo - SP",  6  ,  4  ,  455  ,Brooklin Paulista,"Rua Tomé Portes, , 555"
636,12000,  4  ,"Rua São Benedito - Vila Zat, São Paulo - SP",  5  ,  3  ,  360  ,Vila Zat,Rua São Benedito
637,5800,  4  ,"Avenida Moaci - Planalto Paulista, São Paulo - SP",  5  ,  4  ,  325  ,Planalto Paulista,Avenida Moaci
638,3500,  3  ,"Jardim Marajoara, São Paulo - SP",  3  ,  2  ,  110  ,SP,"Jardim Marajoara, São Paulo"
639,3000,  2  ,"Vila Congonhas, São Paulo - SP",  2  ,  1  ,  77  ,SP,"Vila Congonhas, São Paulo"
640,3500,  4  ,"Rua São Benedito - Santo Amaro, São Paulo - SP",  3  ,  4  ,  254  ,Santo Amaro,Rua São Benedito
641,2800,  3  ,"Rua Simões Pinto - Parque Jabaquara, São Paulo - SP",  3  ,  2  ,  150  ,Parque Jabaquara,Rua Simões Pinto
642,7000,  4  ,"Avenida Moaci - Planalto Paulista, São Paulo - SP",  6  ,  3  ,  400  ,Planalto Paulista,Avenida Moaci
643,18500,  4  ,"Rua Conde D'Eu, 50 - Santo Amaro, São Paulo - SP",  6  ,  2  ,  457  ,Santo Amaro,"Rua Conde D'Eu, 50"
644,4000,  3  ,"Vila Gomes, São Paulo - SP",  3  ,  2  ,  90  ,SP,"Vila Gomes, São Paulo"
645,30000,  3  ,"Jardim Leonor, São Paulo - SP",  5  ,  4  ,  420  ,SP,"Jardim Leonor, São Paulo"
646,10600,  3  ,"Brooklin Paulista, São Paulo - SP",  5  ,  6  ,  500  ,SP,"Brooklin Paulista, São Paulo"
647,1500,  3  ,"Rua Doutor Virgílio Machado, 635 - Vila Pierina, São Paulo - SP",  2  ,  1  ,  80  ,Vila Pierina,"Rua Doutor Virgílio Machado, 635"
648,35000,  3  ,"Jardim Europa, São Paulo - SP",  6  ,  4  ,  450  ,SP,"Jardim Europa, São Paulo"
649,3200,  2  ,"Planalto Paulista, São Paulo - SP",  3  ,  1  ,  120  ,SP,"Planalto Paulista, São Paulo"
650,8000,  4  ,"Rua Tomé Portes - Brooklin, São Paulo - SP",  5  ,  4  ,  253  ,Brooklin,Rua Tomé Portes
651,7000,  3  ,"Rua Doutor Tirso Martins, 200 - Vila Mariana, São Paulo - SP",  1  ,  3  ,  218  ,Vila Mariana,"Rua Doutor Tirso Martins, 200"
652,65000,  5  ,"Rua Hermano Ribeiro da Silva - Vila Mariana, São Paulo - SP",  6  ,  7  ,  900  ,Vila Mariana,Rua Hermano Ribeiro da Silva
653,8500,  3  ,"Rua João Moura - Pinheiros, São Paulo - SP",  3  ,  3  ,  237  ,Pinheiros,Rua João Moura
654,19800,  3  ,"Alameda Ministro Rocha Azevedo - Cerqueira César, São Paulo - SP",  3  ,  3  ,  224  ,Cerqueira César,Alameda Ministro Rocha Azevedo
655,13000,  2  ,"Avenida Padre Antônio José dos Santos - Cidade Monções, São Paulo - SP",  3  ,  2  ,  120  ,Cidade Monções,Avenida Padre Antônio José dos Santos
656,7000,  3  ,"Rua Ascencional, 172 - Jardim Ampliação, São Paulo - SP",  3  ,  4  ,  230  ,Jardim Ampliação,"Rua Ascencional, 172"
657,5000,  3  ,"Rua Doutor José de Andrade Figueira - Vila Suzana, São Paulo - SP",  3  ,  3  ,  240  ,Vila Suzana,Rua Doutor José de Andrade Figueira
658,14900,  3  ,"Avenida Lacerda Franco - Cambuci, São Paulo - SP",  6  ,  4  ,  350  ,Cambuci,Avenida Lacerda Franco
659,3000,  4  ,"Rua Cayowaá, 1519 - Sumaré, São Paulo - SP",  5  ,  4  ,  342  ,Sumaré,"Rua Cayowaá, 1519"
660,6000,  3  ,"Jardim Caboré, São Paulo - SP",  3  ,  2  ,  141  ,SP,"Jardim Caboré, São Paulo"
661,8800,  4  ,"Avenida Jurucê - Indianópolis, São Paulo - SP",  4  ,  4  ,  345  ,Indianópolis,Avenida Jurucê
662,15000,  1  ,"Vila Olímpia, São Paulo - SP",  2  ,  1  ,  124  ,SP,"Vila Olímpia, São Paulo"
663,12500,  3  ,"Rua Professor Filadelfo Azevedo, 500 - Vila Nova Conceição, São Paulo - SP",  3  ,  2  ,  160  ,Vila Nova Conceição,"Rua Professor Filadelfo Azevedo, 500"
664,15000,  3  ,"Rua Edson - Campo Belo, São Paulo - SP",  3  ,  2  ,  264  ,Campo Belo,Rua Edson
665,50000,  5  ,"Moema, São Paulo - SP",  8  ,  4  ,  834  ,SP,"Moema, São Paulo"
666,15000,  4  ,"Rua Morais de Barros, 770 - Campo Belo, São Paulo - SP",  7  ,  4  ,  390  ,Campo Belo,"Rua Morais de Barros, 770"
667,7000,  4  ,"Rua Iperoig - Perdizes, São Paulo - SP",  5  ,  4  ,  300  ,Perdizes,Rua Iperoig
668,6000,  4  ,"Rua Passo da Pátria, 1678 - Bela Aliança, São Paulo - SP",  4  ,  3  ,  222  ,Bela Aliança,"Rua Passo da Pátria, 1678"
669,11000,  3  ,"Rua José Benedito Viana de Moraes, 265 - Cidade São Francisco, São Paulo - SP",  1  ,  3  ,  278  ,Cidade São Francisco,"Rua José Benedito Viana de Moraes, 265"
670,8000,  2  ,"Rua João Moura - Pinheiros, São Paulo - SP",  3  ,  3  ,  190  ,Pinheiros,Rua João Moura
671,10000,  3  ,"Rua Cayowaá, 1520 - Sumaré, São Paulo - SP",  5  ,  4  ,  210  ,Sumaré,"Rua Cayowaá, 1520"
672,2500,  3  ,"Vila da Saúde, São Paulo - SP",  1  ,  1  ,  110  ,SP,"Vila da Saúde, São Paulo"
673,20000,  3  ,"Alameda Jauaperi - Indianópolis, São Paulo - SP",  3  ,  4  ,  324  ,Indianópolis,Alameda Jauaperi
674,10000,  4  ,"Rua Carlos Weber, 1418 - Vila Leopoldina, São Paulo - SP",  4  ,  2  ,  314  ,Vila Leopoldina,"Rua Carlos Weber, 1418"
675,5500,  3  ,"Rua Baias - Alto de Pinheiros, São Paulo - SP",  4  ,  3  ,  182  ,Alto de Pinheiros,Rua Baias
676,4000,  3  ,"Rua Curupá - Vila Formosa, São Paulo - SP",  4  ,  3  ,  340  ,Vila Formosa,Rua Curupá
677,3800,  2  ,"Rua Santa Justina - Vila Olímpia, São Paulo - SP",  1  ,  --  ,  86  ,Vila Olímpia,Rua Santa Justina
678,800,  1  ,"Rua Francisco Gouveia - Quarta Parada, São Paulo - SP",  1  ,  --  ,  16  ,Quarta Parada,Rua Francisco Gouveia
679,2300,  1  ,"Avenida Iraí, 530 - Indianópolis, São Paulo - SP",  1  ,  --  ,  30  ,Indianópolis,"Avenida Iraí, 530"
680,1200,  --  ,"Rua Camarajibe, 262 - Barra Funda, São Paulo - SP",  1  ,  --  ,  38  ,Barra Funda,"Rua Camarajibe, 262"
681,1500,  1  ,"Avenida Jabaquara - Mirandópolis, São Paulo - SP",  1  ,  1  ,  35  ,Mirandópolis,Avenida Jabaquara
682,1700,  1  ,"Rua Santa Isabel - Vila Buarque, São Paulo - SP",  1  ,  1  ,  34  ,Vila Buarque,Rua Santa Isabel
683,1215,  1  ,"Rua Doutor Albuquerque Lins, 268 - Santa Cecília, São Paulo - SP",  1  ,  --  ,  41  ,Santa Cecília,"Rua Doutor Albuquerque Lins, 268"
684,1600,  --  ,"Rua Estela - Vila Mariana, São Paulo - SP",  1  ,  1  ,  38  ,Vila Mariana,Rua Estela
685,1600,  1  ,"Rua da Consolação, 927 - Consolação, São Paulo - SP",  1  ,  --  ,  30  ,Consolação,"Rua da Consolação, 927"
686,1600,  1  ,"Rua Santa Isabel - Vila Buarque, São Paulo - SP",  1  ,  --  ,  20  ,Vila Buarque,Rua Santa Isabel
687,1135,  1  ,"Rua José Piragibe, 366 - Vila Indiana, São Paulo - SP",  1  ,  --  ,  17  ,Vila Indiana,"Rua José Piragibe, 366"
688,1900,  1  ,"Largo do Arouche, 77 - República, São Paulo - SP",  1  ,  --  ,  29  ,República,"Largo do Arouche, 77"
689,900,  1  ,"Rua Amaral Gurgel, 468 - Vila Buarque, São Paulo - SP",  1  ,  --  ,  30  ,Vila Buarque,"Rua Amaral Gurgel, 468"
690,1670,  1  ,"Avenida Ipiranga, 200 - República, São Paulo - SP",  1  ,  --  ,  30  ,República,"Avenida Ipiranga, 200"
691,1500,  1  ,"Vila Mariana, São Paulo - SP",  1  ,  1  ,  35  ,SP,"Vila Mariana, São Paulo"
692,3500,  --  ,"Avenida Regente Feijó - Vila Regente Feijó, São Paulo - SP",  1  ,  2  ,  55  ,Vila Regente Feijó,Avenida Regente Feijó
693,1962,  1  ,"Rua Flórida, 1790 - Cidade Monções, São Paulo - SP",  1  ,  1  ,  40  ,Cidade Monções,"Rua Flórida, 1790"
694,2200,  1  ,"Avenida Miruna, , 399 - Indianópolis, São Paulo - SP",  1  ,  1  ,  37  ,Indianópolis,"Avenida Miruna, , 399"
695,6000,  1  ,"Rua Visconde da Luz, 134 - Vila Nova Conceição, São Paulo - SP",  2  ,  1  ,  90  ,Vila Nova Conceição,"Rua Visconde da Luz, 134"
696,1900,  1  ,"Avenida Doutor Cardoso de Melo, 630 - Vila Olímpia, São Paulo - SP",  1  ,  1  ,  43  ,Vila Olímpia,"Avenida Doutor Cardoso de Melo, 630"
697,3250,  2  ,"Rua Engenheiro Armando de Virgiliis, 220 - Vila Mariana, São Paulo - SP",  1  ,  1  ,  60  ,Vila Mariana,"Rua Engenheiro Armando de Virgiliis, 220"
698,2500,  1  ,"Avenida Ibijaú, , 364 - Moema, São Paulo - SP",  1  ,  1  ,  37  ,Moema,"Avenida Ibijaú, , 364"
699,1800,  1  ,"Avenida Moema, 177 - Moema, São Paulo - SP",  1  ,  1  ,  52  ,Moema,"Avenida Moema, 177"
700,1300,  1  ,"Alameda dos Anapurus, 1661 - Indianópolis, São Paulo - SP",  1  ,  1  ,  33  ,Indianópolis,"Alameda dos Anapurus, 1661"
701,2450,  1  ,"Avenida Doutor Cardoso de Melo, 630 - Vila Olímpia, São Paulo - SP",  1  ,  1  ,  45  ,Vila Olímpia,"Avenida Doutor Cardoso de Melo, 630"
702,950,  1  ,"Rua Maranhão, 371 - Higienópolis, São Paulo - SP",  1  ,  1  ,  28  ,Higienópolis,"Rua Maranhão, 371"
703,1090,  1  ,"Rua Diogo Moreira, , 247 - Pinheiros, São Paulo - SP",  1  ,  1  ,  36  ,Pinheiros,"Rua Diogo Moreira, , 247"
704,2746,  1  ,"Rua Guarará - Jardim Paulista, São Paulo - SP",  1  ,  --  ,  28  ,Jardim Paulista,Rua Guarará
705,1300,  1  ,"Rua Nazira Carone, 9 - Jardim Ampliação, São Paulo - SP",  1  ,  1  ,  40  ,Jardim Ampliação,"Rua Nazira Carone, 9"
